Name,Type,Address,Postal Code,Latitude,Longitude,Washroom,Product,Neighbourhood,neighbourhood_code,neighbourhood_name
DR. GORDON CHONG PARK,Park,60 Howard St,M4X 1N5,43.67156,-79.3732,0.0,0,,74,North St. James Town
LEE CENTRE PARK,Park,112 Corporate Dr,M1H 3H9,43.78102,-79.2466,0.0,0,,142,Woburn North
EMPRESS PARKETTE,Park,433 Empress Ave,M2N 3V9,43.77405,-79.3904,0.0,0,,152,East Willowdale
BAYVIEW VILLAGE PARK,Park,2945 Bayview Ave,M2K 1E9,43.77312,-79.3892,0.0,0,,52,Bayview Village
DON-LESLIE PARK,Park,14 Inn on The Park Dr,M3C 0S2,43.71941,-79.3488,0.0,0,,42,Banbury-Don Mills
DRIFTWOOD PARK,Park,44 Tobermory Dr,M3N 2R7,43.76297,-79.511,0.0,0,,24,Black Creek
CORNELL PARK,Park,18 Beran Dr,M1G 1G1,43.75793,-79.2176,0.0,0,,141,Golfdale-Cedarbrae-Woburn
EARL BALES PARK & Community Centre,Park & Community Centre,4169 Bathurst St,M3H 5Y8,43.75157,-79.4373,1.0,0,,38,Lansing-Westgate
WHITFIELD PARKETTE,Park,2990 Islington Ave,M9L 2K6,43.75905,-79.5716,0.0,0,,21,Humber Summit
45 DALHOUSIE ST PARK,Park,45 Dalhousie St,M5B,43.65491,-79.3757,0.0,0,,168,Downtown Yonge East
ROWNTREE MILLS PARK,Park,155 Rowntree Mill Rd,M9L 1C9,43.75243,-79.5786,1.0,0,,21,Humber Summit
ADDINGTON GREENBELT,Park,37 R Wentworth Ave,M2N 1T5,43.7594,-79.428,0.0,0,,38,Lansing-Westgate
PLOWSHARE PARK,Park,10 Plowshare Cres,M9V 4Y2,43.75655,-79.597,0.0,0,,2,Mount Olive-Silverstone-Jamestown
LAREDO PARK,Park,33 Laredo Crt,M2M 4H8,43.78592,-79.3967,0.0,0,,50,Newtonbrook East
SCARLETT HEIGHTS PARK,Park,24 Fontenay Crt,M9A 4W4,43.68276,-79.5118,0.0,0,,9,Edenbridge-Humber Valley
MORRISH PARKETTE,Park,28 Morrish Rd,M1C 1E7,43.7821,-79.1704,0.0,0,,133,Centennial Scarborough
IRVING W. CHAPLEY PARK,Park,205 Wilmington Ave,M3H 6B3,43.76136,-79.4558,1.0,0,,34,Bathurst Manor
BROOKBANKS PARK,Park,75 Brookbanks Dr,M3A 2R4,43.75228,-79.3305,0.0,0,,149,Parkwoods-O'Connor Hills
BROADLANDS PARK,Park,19 Castlegrove Blvd,M3A 1K9,43.74568,-79.3228,1.0,0,,149,Parkwoods-O'Connor Hills
PLAYTER GARDENS,Park,4 Cambridge Ave,M4K 2L1,43.67615,-79.3607,0.0,0,,67,Playter Estates-Danforth
GARTHDALE PARKETTE,Park,88 A Garthdale Crt,M3H 5P9,43.76528,-79.4648,0.0,0,,34,Bathurst Manor
RAMSDEN PARK,Park,1020 Yonge St,M4W 2L1,43.67653,-79.3898,1.0,0,,95,Annex
CASSANDRA PARK,Park,230 Cassandra Blvd,M3A 1V3,43.75469,-79.3192,0.0,0,,150,Fenside-Parkwoods
ALEXMUIR PARK,Park,205 Alexmuir Blvd,M1V 1R7,43.81031,-79.2832,0.0,0,,129,Agincourt North
MEGAN PARK,Park,40 Fern Meadow Rd,M1E 5J1,43.77393,-79.173,0.0,0,,136,West Hill
AMBERDALE RAVINE PARK,Park,101 Brimorton Dr,M1P 3Z8,43.76492,-79.2514,0.0,0,,156,Bendale-Glen Andrew
ARSANDCO PARK,Park,151 Prudential Dr,M1P 4V3,43.749,-79.2676,0.0,0,,126,Dorset Park
WINDWOOD PARK,Park,38 Windwood Dr,M9W 6C4,43.73212,-79.606,0.0,0,,1,West Humber-Clairville
MADELAINE PARK,Park,20 Madelaine Ave,M1L 2X4,43.6931,-79.2853,0.0,0,,121,Oakridge
PALACE PIER PARK,Park,2025 Lake Shore Blvd W,M8V 2Z6,43.6323,-79.4738,0.0,0,,161,Humber Bay Shores
EASTVIEW PARK,Park,33 Coronation Dr,M1E 2H2,43.76092,-79.1905,0.0,0,,136,West Hill
Eastview Neighbourhood Community Centre,Community Centre,86 Blake St,M4J 3C9,43.67504,-79.3399,1.0,0,,69,Blake-Jones
BOULTON DRIVE PARKETTE,Park,15 Boulton Dr,M4V 2V4,43.67787,-79.4034,0.0,0,,96,Casa Loma
HICKORYNUT PARKETTE,Park,87 Hickorynut Dr,M2J 4W6,43.77517,-79.3265,0.0,0,,46,Pleasant View
FUNDY BAY PARK,Park,190 Fundy Bay Blvd,M1W 3G1,43.81093,-79.3197,0.0,0,,116,Steeles
FATHER CAULFIELD PARK,Park,19 Cameron Cres,M4G 1Z7,43.70673,-79.3726,0.0,0,,56,Leaside-Bennington
GWENDOLYN MACEWEN PARKETTE,Park,33 Walmer Rd,M5R 2X4,43.66873,-79.4062,0.0,0,,95,Annex
BENDALE PARK,Park,705 McCowan Rd,M1H 1J1,43.75698,-79.2453,0.0,0,,142,Woburn North
LEONARD LINTON PARK,Park,60 Research Rd,M4G 2G8,43.71343,-79.354,0.0,0,,55,Thorncliffe Park
HUMBER BAY SHORES PARK,Park,15 Marine Parade Dr,M8V 4B4,43.62899,-79.4755,0.0,0,,161,Humber Bay Shores
RICHMOND PARK,Park,75 Richmond Park Blvd,M1V 3B5,43.81334,-79.2627,0.0,0,,129,Agincourt North
HEARTHSTONE VALLEY GREENBELT,Park,21 A Hearthstone Cres,M2R 1G2,43.76672,-79.4447,0.0,0,,35,Westminster-Branson
FLORENCE GELL PARK,Park,85 Varsity Rd,M6S 4P1,43.66194,-79.4982,0.0,0,,114,Lambton Baby Point
CHARLTON PARK,Park,166 Charlton Blvd,M2R 2J1,43.77989,-79.438,0.0,0,,36,Newtonbrook West
HARVEST MOON PARK,Park,70 Finch Ave,M2N 4R3,43.78105,-79.4107,0.0,0,,50,Newtonbrook East
LORD ROBERTS WOODS,Park,155 Lord Roberts Dr,M1K 3W5,43.74094,-79.2649,0.0,0,,138,Eglinton East
TORONTO SCULPTURE GARDEN,Park,115 King St E,M5C 1G6,43.64986,-79.3737,0.0,0,,168,Downtown Yonge East
DOWNSVIEW PARK AND LAWN BOWLING GREENS,Park,1629 Wilson Ave,M3L 1A5,43.7199,-79.5126,0.0,0,,154,Oakdale-Beverley Heights
BLUEHAVEN PARK,Park,19 Blue Haven Cres,M9M 1W6,43.74499,-79.5563,0.0,0,,22,Humbermede
VALLEYFIELD PARK,Park,35 The Westway,M9P 2B4,43.6952,-79.5343,1.0,0,,7,Willowridge-Martingrove-Richview
EVERETT PARK,Park,10 Everett Cres,M4C 4P2,43.69564,-79.3103,0.0,0,,60,Woodbine-Lumsden
175 THE POND ROAD PARK,Park,175 The Pond Rd,M3N 0N9,43.76897,-79.5065,0.0,0,,27,York University Heights
ELIZABETH SIMCOE PARK,Park,180 Sylvan Ave,M1E 1A3,43.73849,-79.2047,0.0,0,,140,Guildwood
TREVERTON PARK,Park,20 A Oakworth Cres,M1K 3T8,43.7357,-79.2673,0.0,0,,125,Ionview
PARMA PARK,Park,99 Parma Crt,M4A 1A4,43.71742,-79.3025,0.0,0,,43,Victoria Village
DONORA PARK,Park,17 Donora Dr,M4B 1B3,43.70045,-79.2957,0.0,0,,61,Taylor Massey
HILLCREST PARK,Park,950 Davenport Rd,M6G 2B7,43.67565,-79.4239,1.0,0,,94,Wychwood
PARK LAWN PARK,Park,330 Park Lawn Rd,M8Y 3K3,43.63699,-79.4947,1.0,0,,16,Stonegate-Queensway
QUEEN'S PARK,Park,110 Wellesley St W,M7A 1A5,43.66487,-79.3918,0.0,0,,169,Bay-Cloverhill
WHITEHALL PARKETTE,Park,2 Whitehall Rd,M4W 2S7,43.6843,-79.3833,0.0,0,,98,Rosedale-Moore Park
J.T. WATSON PARKETTE,Park,605 Ridelle Ave,M6B 1L1,43.70161,-79.4504,0.0,0,,108,Briar Hill-Belgravia
BERRY ROAD PARK,Park,260 Berry Rd,M8Y 1X8,43.63459,-79.5022,0.0,0,,16,Stonegate-Queensway
MICHAEL POWER PARK,Park,5055 Dundas St W,M9A 1C2,43.64541,-79.5311,0.0,0,,159,Etobicoke City Centre
SENATOR PETER BOSA PARKETTE,Park,725 Vaughan Rd,M6E 2Y8,43.69443,-79.4454,0.0,0,,107,Oakwood Village
REGENT PARK - ETOBICOKE,Park,75 Regent St,M6N 3N8,43.68185,-79.4693,0.0,0,,110,Keelesdale-Eglinton West
FAIRBANK MEMORIAL PARK,Park,2213 Dufferin St,M6E 3S2,43.69129,-79.448,0.0,0,,107,Oakwood Village
TOPCLIFF PARK,Park,75 Topcliff Ave,M3N 1L6,43.75609,-79.5091,0.0,0,,25,Glenfield-Jane Heights
LAWRENCE HEIGHTS PARK,Park,3 B Flemington Rd,M6A 2N3,43.71912,-79.4428,0.0,0,,32,Englemount-Lawrence
FENNIMORE PARK,Park,78 Fennimore Cres,M3N 1G8,43.74556,-79.5216,0.0,0,,25,Glenfield-Jane Heights
MILTON BERGER PARK,Park,21 MONTE KWINTER CRT,M3H,43.73344,-79.4476,0.0,0,,33,Clanton Park
CRAIGLEIGH GARDENS,Park,160 South Dr,M4W 1S3,43.67745,-79.373,0.0,0,,98,Rosedale-Moore Park
FIELDWAY PARKETTE,Park,240 Van Dusen Blvd,M8Z 3J1,43.64016,-79.5289,0.0,0,,159,Etobicoke City Centre
HAMPSHIRE HEIGHTS PARK,Park,231 Martin Grove Rd,M9B 4L2,43.65588,-79.552,0.0,0,,158,Islington
THE ELMS PARK,Park,25 Auburndale Crt,M9W 3T8,43.7192,-79.5548,0.0,0,,5,Elms-Old Rexdale
JOEL WEEKS PARK,Park,10 Thompson St,M4M 2A6,43.65916,-79.3529,0.0,0,,70,South Riverdale
DALRYMPLE PARK,Park,59 Dalrymple Dr,M6N 4S2,43.67895,-79.4917,0.0,0,,111,Rockcliffe-Smythe
KILGOUR PARKETTE,Park,1 Kilgour Rd,M4G 0A9,43.71655,-79.3777,0.0,0,,56,Leaside-Bennington
MARIE BALDWIN PARK,Park,746 Jane St,M6N 4B2,43.67088,-79.4938,0.0,0,,111,Rockcliffe-Smythe
UPWOOD GREENBELT,Park,44 Marshlynn Ave,M6L 1J5,43.70506,-79.5009,0.0,0,,28,Rustic
LAKE CRESCENT ROAD END PARKETTE,Park,2 Lake Cres,M8V 1V5,43.60749,-79.4881,0.0,0,,160,Mimico-Queensway
SUNNYSIDE PARK,Park,1755 Lake Shore Blvd W,M6S 5A3,43.63771,-79.4574,1.0,0,,85,South Parkdale
TRETHEWEY PARK EAST,Park,121 Trethewey Dr,M6M 4B6,43.69466,-79.4847,0.0,0,,112,Beechborough-Greenbrook
LAUGHLIN PARK,Park,420 Atlas Ave,M6C 3P9,43.69296,-79.4364,0.0,0,,107,Oakwood Village
WINDERMERE AVENUE PARKETTE,Park,167 Windermere Ave,M6S 3J8,43.6419,-79.4746,0.0,0,,87,High Park-Swansea
BEAUMONDE HEIGHTS PARK,Park,44 Amaron Ave,M9V 1Z1,43.74268,-79.5766,0.0,0,,3,Thistletown-Beaumond Heights
IRENE AVENUE PARKETTE,Park,760 Shaw St,M6G 3L9,43.66287,-79.4236,0.0,0,,172,Dovercourt Village
CHATER COURT PARK,Park,1 Chater Crt,M6B 2N2,43.71423,-79.4363,0.0,0,,32,Englemount-Lawrence
CORTLEIGH PARKETTE,Park,375 Cortleigh Blvd,M5N 1R4,43.70986,-79.4255,0.0,0,,39,Bedford Park-Nortown
COTSWOLD PARK,Park,44 A Cotswold Cres,M2P 1N2,43.75797,-79.398,0.0,0,,40,St.Andrew-Windfields
CAPRI PARK,Park,596 The East Mall,M9B 4B1,43.65433,-79.5649,0.0,0,,158,Islington
TURNBERRY NORTH PARK,Park,44 Algarve Cres,M6N 5E8,43.67933,-79.4669,0.0,0,,91,Weston-Pelham Park
DANE PARKETTE,Park,21 Dane Ave,M6A 1G4,43.71618,-79.4542,0.0,0,,31,Yorkdale-Glen Park
RIDGE PARK,Park,85 Ridge Rd,M3M 1C8,43.7211,-79.4926,0.0,0,,154,Oakdale-Beverley Heights
Alex Duff Memorial Outdoor Pool,Recreation Centre,779 Crawford St,M6G 3K4,43.66491,-79.4227,1.0,0,,172,Dovercourt Village
CHRISTIE PITS PARK,Park,750 Bloor St W,M6G 1L6,43.66346,-79.42,1.0,0,,172,Dovercourt Village
DON MILLS TRAIL,Park,813 Lawrence Ave E,M3C 3W2,43.73464,-79.3543,0.0,0,,42,Banbury-Don Mills
MAPLE LEAF PARK,Park,320 Culford Rd,M6L 2V7,43.71631,-79.4915,0.0,0,,28,Rustic
INDIAN LINE PARK,Park,655 Humberwood Blvd,M9W 7E1,43.72467,-79.622,0.0,0,,1,West Humber-Clairville
MCCOWAN DISTRICT PARK,Park,150 McCowan Rd,M1M 2B7,43.73397,-79.2363,1.0,0,,123,Cliffcrest
HIGHFIELD PARK,Park,68 Stevenson Rd,M9V 3J5,43.74367,-79.5882,0.0,0,,2,Mount Olive-Silverstone-Jamestown
NEWGATE PARKETTE,Park,126 Elm Ridge Dr,M6B 1A6,43.70335,-79.4371,0.0,0,,102,Forest Hill North
SIMCOE PARK,Park,240 Front St W,M5V 3G5,43.64472,-79.3868,0.0,0,,164,Wellington Place
MARYLAND PARK,Park,19 Maryland Blvd,M4C 5C9,43.69167,-79.2954,0.0,0,,62,East End Danforth
BLANTYRE PARK,Park,180 Fallingbrook Rd,M1N 2V3,43.68375,-79.2801,1.0,0,,122,Birchcliffe-Cliffside
WEST LODGE PARK,Park,165 Lansdowne Ave,M6K 2W1,43.64583,-79.4384,0.0,0,,86,Roncesvalles
BOB ACTON PARK,Park,45 William Hancox Ave,M4E 3W9,43.68654,-79.2934,0.0,0,,62,East End Danforth
MALTA PARK,Park,3179 Dundas St W,M6P 2A2,43.66533,-79.4755,0.0,0,,90,Junction Area
GLEN AGAR PARK,Park,331 Martin Grove Rd,M9B 4L7,43.66209,-79.5566,0.0,0,,10,Princess-Rosethorn
LOCHLEVEN PARK,Park,50 Lochleven Dr,M1M 2Z3,43.74006,-79.2212,0.0,0,,139,Scarborough Village
ST. LUCIE PARK,Park,3300 Weston Rd,M9M 1N5,43.74259,-79.5406,0.0,0,,22,Humbermede
GLEN PARK,Park,44 A Eastglen Cres,M9B 4P7,43.65092,-79.5525,0.0,0,,158,Islington
BERCZY PARK,Park,35 Wellington St E,M5E 1C6,43.64812,-79.3752,0.0,0,,168,Downtown Yonge East
BLACKFRIAR PARK,Park,22 Blackfriar Ave,M9R 3S4,43.69489,-79.5615,0.0,0,,6,Kingsview Village-The Westway
DUPLEX PARKETTE,Park,2906 Yonge St,M4N 2J7,43.72148,-79.4018,0.0,0,,103,Lawrence Park South
ST. STEVENS COURT PARKETTE,Park,2 St Stevens Crt,M9A 0E9,43.66402,-79.52,0.0,0,,9,Edenbridge-Humber Valley
STANLEY AVENUE PARK,Park,55 Station Rd,M8V 2R2,43.61538,-79.4939,0.0,0,,160,Mimico-Queensway
SIX POINTS PARK,Park,10 Viking Lane,M9B 0A4,43.63963,-79.5358,0.0,0,,159,Etobicoke City Centre
BREADALBANE PARK,Park,30 Breadalbane St,M4Y 1C3,43.66383,-79.3858,0.0,0,,169,Bay-Cloverhill
RAMBERT CRESCENT PARKETTE,Park,20 Rambert Cres,M6S 1E6,43.64552,-79.4801,0.0,0,,87,High Park-Swansea
BAIRD PARK,Park,275 Keele St,M6P 2K5,43.66228,-79.4625,1.0,0,,90,Junction Area
ST. PHILLIPS ROAD PARKETTE,Park,98 Dixon Rd,M9P 2L6,43.70012,-79.5348,0.0,0,,6,Kingsview Village-The Westway
BLACK CREEK SITE WEST,Park,805 Jane St,M6N 4C4,43.67546,-79.4939,0.0,0,,111,Rockcliffe-Smythe
DR. LILLIAN MCGREGOR PARK,Park,25 Wellesley St W,M4Y 0H1,43.66443,-79.3861,0.0,0,,169,Bay-Cloverhill
LONG BRANCH PARK,Park,245 Lake Promenade,M8W 1A6,43.5887,-79.5299,0.0,0,,19,Long Branch
LEN FORD PARK,Park,295 Lake Promenade,M8W 1A6,43.58814,-79.5338,0.0,0,,19,Long Branch
THIRTY EIGHTH STREET PARK,Park,351 Lake Promenade,M8W 1B8,43.58835,-79.5373,0.0,0,,19,Long Branch
QUEENSWAY PARK,Park,8 Avon Park Dr,M8Z 3X4,43.62658,-79.5056,0.0,0,,16,Stonegate-Queensway
BEARE HILL PARK,Park,8145 Finch Ave E,M1B 5W3,43.82983,-79.1664,0.0,0,,144,Morningside Heights
NAIRN PARK,Park,261 Nairn Ave,M6E 4H5,43.68411,-79.4514,0.0,0,,109,Caledonia-Fairbank
WINCHESTER PARK,Park,530 Ontario St,M4X 1M7,43.66535,-79.3715,0.0,0,,71,Cabbagetown-South St. James Town
BETTY SUTHERLAND TRAIL PARK,Park,250 Duncan Mill Rd,M3B 3S6,43.76194,-79.3502,0.0,0,,40,St.Andrew-Windfields
CANMORE PARK,Park,101 Canmore Blvd,M1C 3T7,43.79374,-79.1767,0.0,0,,134,Highland Creek
TRIPLE CROWN PARKETTE,Park,93 D Triple Crown Ave,M9W 7E3,43.72526,-79.6019,0.0,0,,1,West Humber-Clairville
SOUTH HUMBER PARK,Park,120 The Queensway,M8Y 3N7,43.63291,-79.4771,0.0,0,,16,Stonegate-Queensway
THE GORE,Park,701 Fleet St,M6K 0G6,43.63594,-79.4073,0.0,0,,163,Fort York-Liberty Village
ST. JAMES TOWN WEST PARK,Park,589 Sherbourne St,M4X 1K7,43.67081,-79.3759,0.0,0,,74,North St. James Town
DRAPER PARK,Park,19 Draper St,M5V 2M3,43.64245,-79.3977,0.0,0,,164,Wellington Place
PRINCESS ANNE PARK,Park,25 A Princess Margaret Blvd,M9A 1Z5,43.67435,-79.5404,0.0,0,,10,Princess-Rosethorn
NATAL PARK,Park,110 Natal Ave,M1N 3V6,43.71426,-79.2548,0.0,0,,122,Birchcliffe-Cliffside
JOYCE PARK,Park,62 Joyce Pkwy,M6B 2T2,43.70912,-79.4672,0.0,0,,31,Yorkdale-Glen Park
HUMBER BAY PARK WEST,Park,2225 Lake Shore Blvd W,M8V 1A9,43.62054,-79.4826,1.0,0,,161,Humber Bay Shores
DON VALLEY GOLF COURSE,Park,4200 Yonge St,M2P 1N9,43.74937,-79.4084,1.0,0,,39,Bedford Park-Nortown
WICKSON TRAIL PARK,Park,30 Silverbell Grv,M1B 2L7,43.80458,-79.2161,0.0,0,,146,Malvern East
MEASUREMENT PARK,Park,1167 Eastern Ave,M4L 1G5,43.66582,-79.3133,0.0,0,,63,The Beaches
AVONDALE PARK,Park,15 Humberstone Dr,M2N 7C1,43.75731,-79.4077,0.0,0,,153,Avondale
PELLATT PARKETTE,Park,325 Pellatt Ave,M9N 3P2,43.71275,-79.5291,0.0,0,,23,Pelmo Park-Humberlea
CHRIST THE KING PARK,Park,475 Rathburn Rd,M9C 3S9,43.65223,-79.575,0.0,0,,13,Etobicoke West Mall
OPERA PLACE,Park,25 Breadalbane St,M4Y 1C2,43.66348,-79.3856,0.0,0,,169,Bay-Cloverhill
ST. MARY STREET PARKETTE,Park,26 St Mary St,M4Y 2S8,43.66788,-79.3874,0.0,0,,169,Bay-Cloverhill
FROST PARK,Park,2051 Kipling Ave,M9W 4J7,43.71365,-79.567,0.0,0,,4,Rexdale-Kipling
PORTAGE GARDENS PARK,Park,400 Sidney Belsey Cres,M6M 5H6,43.69066,-79.5086,0.0,0,,115,Mount Dennis
BLEECKER PARKETTE,Park,149 Bleecker St,M4X 1L9,43.66623,-79.3731,0.0,0,,71,Cabbagetown-South St. James Town
BIG BEAR PARK,Park,5 STEVE PODBORSKI RD,M3C,43.72032,-79.3426,0.0,0,,42,Banbury-Don Mills
METROGATE PARK,Park,160 Village Green Sq,M1S 0L1,43.77881,-79.2822,0.0,0,,128,Agincourt South-Malvern West
GLENGARRY PARK,Park,219 Glengarry Ave,M5M 1E3,43.72332,-79.4134,0.0,0,,105,Lawrence Park North
BAMBURGH PARK,Park,70 Bamburgh Crcl,M1W 3R3,43.81495,-79.3276,0.0,0,,116,Steeles
ELMBROOK PARK,Park,2 Elmbrook Cres,M9C 5B4,43.65994,-79.5839,0.0,0,,11,Eringate-Centennial-West Deane
MACKLIN HANCOCK PARK,Park,990 Lawrence Ave E,M3B 2W4,43.73756,-79.3428,0.0,0,,42,Banbury-Don Mills
CRAIGTON COURT TOT LOT,Park,14 Craigton Dr,M1L 2N6,43.72793,-79.3011,0.0,0,,119,Wexford/Maryvale
DEAN PARK WALKWAY,Park,65 Dean Park Rd,M1B 2W7,43.80227,-79.1731,0.0,0,,143,West Rouge
GRATTAN PARK,Park,52 Grattan St,M9N 3J5,43.70644,-79.5219,0.0,0,,113,Weston
GOULDING PARK,Park,80 Patricia Ave,M2M 1J2,43.78959,-79.4223,0.0,0,,36,Newtonbrook West
HENRIETTA PARK,Park,1 A Henrietta St,M6N 1S4,43.6713,-79.4811,0.0,0,,111,Rockcliffe-Smythe
BEACHES PARK,Park,2075 Queen St E,M4L 1J3,43.67,-79.2993,0.0,0,,63,The Beaches
HUMBER SHEPPARD PARK,Park,3100 Weston Rd,M9M 2S7,43.73371,-79.5396,0.0,0,,22,Humbermede
BLUE RIDGE PARK,Park,50 Blue Ridge Rd,M2K 1R9,43.77335,-79.3753,0.0,0,,52,Bayview Village
RING ROAD LINEAR PARK,Park,139 Doris Ave,M2N 7C8,43.76596,-79.4088,0.0,0,,152,East Willowdale
SHAWNEE PARK,Park,81 Shawnee Crcl,M2H 2X9,43.79701,-79.3395,0.0,0,,46,Pleasant View
TERRAVIEW PARK,Park,1625 Pharmacy Ave,M1R 2L3,43.76646,-79.313,0.0,0,,119,Wexford/Maryvale
YORK MILLS PARK,Park,321 York Mills Rd,M2L 1P3,43.74829,-79.3827,0.0,0,,41,Bridle Path-Sunnybrook-York Mills
R.V. BURGESS PARK,Park,46 Thorncliffe Park Dr,M4H 1J7,43.70279,-79.3428,0.0,0,,55,Thorncliffe Park
SYD COLE PARK,Park,60 Eastwood Park Gdns,M8W 0C2,43.59566,-79.5341,0.0,0,,19,Long Branch
MARIE CURTIS PARK,Park,2 Forty Second St,M8W 3P2,43.58677,-79.5421,1.0,0,,19,Long Branch
GARNIER PARK,Park,4 Garnier Crt,M2M 4C9,43.80028,-79.3926,0.0,0,,49,Bayview Woods-Steeles
DALESFORD PARK,Park,255 Dalesford Rd,M8Y 1G4,43.62606,-79.492,0.0,0,,16,Stonegate-Queensway
ELLESMERE RESERVOIR PARK,Park,2950 Ellesmere Rd,M1E 4B8,43.78417,-79.202,0.0,0,,135,Morningside
TORONTO ISLANDS - HANLAN'S POINT PARK,Park,9 Queens Quay W,M5J 2H3,43.64045,-79.3751,1.0,0,,166,St Lawrence-East Bayfront-The Islands
TORONTO ISLANDS - CENTRE ISLAND PARK,Park,9 Queens Quay W,M5J 2H3,43.64045,-79.3751,0.0,0,,166,St Lawrence-East Bayfront-The Islands
BEACH SKATEPARK,Park,1420 Lake Shore Blvd E,M4M 0C3,43.66263,-79.3163,0.0,0,,63,The Beaches
CHARLES STREET PARKETTE,Park,83 Charles St E,M4Y 1V2,43.66939,-79.3811,0.0,0,,167,Church-Wellesley
TORONTO ISLANDS - SNAKE ISLAND,Park,9 Queens Quay W,M5J 2H3,43.64045,-79.3751,0.0,0,,166,St Lawrence-East Bayfront-The Islands
BESTVIEW PARK,Park,115 Bestview Dr,M2M 2Y3,43.80344,-79.3837,0.0,0,,49,Bayview Woods-Steeles
SAUNDERS CRESCENT PARKETTE,Park,620 Royal York Rd,M8Y 2S8,43.62786,-79.5036,0.0,0,,16,Stonegate-Queensway
TORONTO ISLANDS - ISLAND PARK,Park,9 Queens Quay W,M5J 2H3,43.64045,-79.3751,0.0,0,,166,St Lawrence-East Bayfront-The Islands
HOLLEY PARK,Park,2335 Weston Rd,M9N 1Z7,43.70595,-79.5305,0.0,0,,113,Weston
MANCHESTER PARK,Park,75 Manchester St,M8V 3V7,43.6186,-79.4932,0.0,0,,160,Mimico-Queensway
ALAN - OXFORD PARKETTE,Park,31 Alan Ave,M8Z 3Y5,43.62117,-79.5056,0.0,0,,160,Mimico-Queensway
ALEXANDER PARK,Park,33 Alexander St,M8V 2K7,43.61878,-79.4884,0.0,0,,160,Mimico-Queensway
SPADINA QUAY WETLANDS,Park,441 Queens Quay W,M5V 2Y3,43.63707,-79.392,0.0,0,,165,Harbourfront-CityPlace
FRANKLIN PARK,Park,138 Franklin Ave,M2N 1C5,43.75517,-79.4166,0.0,0,,38,Lansing-Westgate
SPENCER - COWAN PARKETTE,Park,80 Spencer Ave,M6K 2J6,43.63644,-79.4305,0.0,0,,85,South Parkdale
KEELE RESERVOIR,Park,4995 Keele St,M3J 3B2,43.77965,-79.494,0.0,0,,27,York University Heights
LAWTON PARKETTE,Park,1600 Yonge St,M4V 1Z4,43.69111,-79.3953,0.0,0,,97,Yonge-St. Clair
PINERY PARK,Park,78 Pinery Trl,M1B 6C1,43.80822,-79.2266,0.0,0,,145,Malvern West
QUEENSLAND PARK,Park,65 Brawley Ave,M8Z 4Z5,43.62602,-79.5225,0.0,0,,159,Etobicoke City Centre
SILVERHILL PARK,Park,70 Silverhill Dr,M9B 3W5,43.63402,-79.5499,0.0,0,,159,Etobicoke City Centre
LAKESHORE BOULEVARD PARKLANDS,Park,1389 Lake Shore Blvd W,M6K 3C1,43.6339,-79.4386,0.0,0,,85,South Parkdale
SPRINGHURST PARKETTE,Park,SPRINGHURST AVE,M6K,43.6337,-79.4328,0.0,0,,85,South Parkdale
NORSEMAN HEIGHTS PARK,Park,100 Chartwell Rd,M8Z 4G8,43.63325,-79.515,0.0,0,,16,Stonegate-Queensway
WENDERLY PARK,Park,89 Wenderly Dr,M6B 2P4,43.71252,-79.4477,0.0,0,,31,Yorkdale-Glen Park
WESTMOUNT PARK,Park,22 Arcade Dr,M9P 2V9,43.68762,-79.5185,1.0,0,,8,Humber Heights-Westmount
DENFIELD PARK,Park,1496 Kipling Ave,M9R 2X9,43.67958,-79.5527,0.0,0,,7,Willowridge-Martingrove-Richview
TORONTO ISLANDS - WARD'S ISLAND PARK,Park,1 Centre Island Pk,M5J 2E9,43.61522,-79.3773,1.0,0,,166,St Lawrence-East Bayfront-The Islands
QUEEN'S GREENBELT,Park,600 Queen's Dr,M6L 1N3,43.71167,-79.4866,0.0,0,,29,Maple Leaf
O'SHEA WALKWAY,Park,36 O'Shea Cres,M2J 2N5,43.78547,-79.3546,0.0,0,,47,Don Valley Village
SANDOWN PARK,Park,50 Natal Ave,M1N 3V2,43.71003,-79.253,0.0,0,,122,Birchcliffe-Cliffside
JOHN TABOR PARK,Park,240 John Tabor Trl,M1B 2R4,43.80648,-79.205,0.0,0,,146,Malvern East
CLOSE - SPRINGHURST PARKETTE,Park,70 Close Ave,M6K 2V3,43.63525,-79.4342,0.0,0,,85,South Parkdale
KINSDALE PARK,Park,3 Kinsdale Blvd,M8Y 1T7,43.63581,-79.489,0.0,0,,16,Stonegate-Queensway
STADIUM ROAD PARK,Park,10 Stadium Rd,M5V 3P4,43.63303,-79.3996,0.0,0,,163,Fort York-Liberty Village
OAKRIDGE PARK,Park,3459 Danforth Ave,M1L 1C9,43.69304,-79.2793,0.0,0,,121,Oakridge
HOBART PARK,Park,39 Hobart Dr,M2J 3J8,43.78926,-79.3495,0.0,0,,47,Don Valley Village
EDITHVALE PARK,Park,121 Finch Ave W,M2N 2H8,43.77721,-79.4259,0.0,0,,37,Willowdale West
DON RUSSELL MEMORIAL PARK,Park,290 Birmingham St,M8V 2E5,43.60068,-79.5206,0.0,0,,18,New Toronto
HILLMOUNT PARKETTE,Park,393 Hillmount Ave,M6B 1Y9,43.70621,-79.4517,0.0,0,,31,Yorkdale-Glen Park
